filename,module_name,module_params,execution_time,average_output_token,bleu,meteor,rouge,sem_score,g_eval,is_best
0.parquet,llama_index_llm,"{'llm': 'openai', 'temperature': 0.1, 'batch': 2}",3.6824401219685874,49.733333333333334,2.803179771456547,0.14693246871111754,0.1383493296253244,0.841568485760214,2.95,False
1.parquet,llama_index_llm,"{'llm': 'openai', 'temperature': 0.5, 'batch': 2}",3.8162203470865887,52.666666666666664,2.6652241766347893,0.15325701065996272,0.12834599224456572,0.8407464451961408,3.1166666666666667,True
2.parquet,llama_index_llm,"{'llm': 'openai', 'temperature': 1.1, 'batch': 2}",3.877292855580648,55.06666666666667,2.474882805946056,0.147414077689432,0.13113891211482565,0.8444576363439691,3.05,False
